1;SIGNIFICANCE;0.6407338029588612
1;PSEUDOMONAS;1.4129166183792967
1;AERUGINOSA;1.406019957313129
1;INFECTION;1.3182956185600325
1;RESPIRATORY;1.2242695028085626
1;TRACT;1.5853368615251615
1;CYSTIC;0.022118114312176532
1;FIBROSIS;0.02164885074548258
1;PATIENTS;0.3553452902402352
1;STUDIED;0.3589565775660801
1;MEANS;0.5420586256774317
1;IMMUNOELECTROPHORETICAL;1.1837498926291081
1;ANALYSIS;0.48049860843309034
1;SERA;0.9373466382087525
1;NUMBER;1.3013448427221919
1;PRECIPITINS;4.011456902416333
1;CONCENTRATIONS;1.1964845772311574
1;SERUM;0.8343886761102046
1;PROTEINS;2.384092554105658
1;ADDITION;0.509908014656683
1;CLINICAL;0.29336085063497297
1;RADIOGRAPHICAL;1.1837498926291081
1;STATUS;0.6009986323846948
1;LUNGS;0.5864967362197564
1;EVALUATED;0.5608049562485466
1;USING;0.4018585789242508
1;SCORING;0.915510240556758
1;SYSTEMS;0.6611675233075831
1;DEMONSTRATED;0.47330324645555555
1;MAXIMUM;0.7020212663130807
1;ONE;0.2621783780438709
1;SIGNIFICANTLY;0.3613375704406595
1;CHANGED;1.7702466288488647
1;COMPARED;0.33893252559240283
1;MATCHED;0.5819302405217374
1;CONTROL;0.29496342708487994
1;PERSONS;0.6844611803701095
1;NOTABLY;1.9054016648849192
1;IGG;0.556883206680181
1;IGA;0.676329486341871
1;ELEVATED;0.4709722061264322
1;ACUTE;1.1296424296901135
1;PHASE;1.2450678419293915
1;LATTER;0.647270588484408
1;SUGGESTING;1.3223350466151662
1;ACTIVE;0.5774855326747105
1;TISSUE;1.5952381751732514
1;DAMAGE;1.3223350466151662
1;HAPTOGLOBIN;1.0006478445177565
1;CORRELATED;0.556883206680181
1;MANY;0.8985933695034652
1;ACCOMPANIED;0.7439070043598983
1;RESULTS;0.29336085063497297
1;INDICATE;0.5317460583910838
1;PROTECTIVE;0.8851233144244324
1;VALUE;0.518919218201729
74;SIGNIFICANCE;1.9222014088765835
74;CYSTIC;0.1327086858730592
